epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,99.5705,1.94908,1.58106,0.97842,0.013,0.975,0.0179,0.00637,1.94509,3.81081,0.97827,0.000579424,0.000579424,0.000579424
14,107.079,2.02704,1.56744,0.95995,0.01267,0.95,0.01682,0.00698,1.91739,3.53933,0.97962,0.000608932,0.000608932,0.000608932
15,114.553,1.87019,1.56372,1.01513,0.01267,0.95,0.01711,0.00641,1.9502,3.55552,0.98969,0.000636064,0.000636064,0.000636064
16,122.048,1.85324,1.59016,1.02622,0.01167,0.875,0.01472,0.00576,2.10399,3.61052,1.02505,0.00066082,0.00066082,0.00066082
17,129.542,1.85245,1.38077,1.00292,0.012,0.9,0.04643,0.01925,2.0402,3.51544,0.99385,0.0006832,0.0006832,0.0006832
18,137.061,1.76564,1.37278,0.95307,0.01267,0.95,0.16846,0.07351,1.90754,3.4232,0.973,0.000703204,0.000703204,0.000703204
19,144.572,1.91892,1.41714,1.01439,0.01267,0.95,0.25191,0.13674,1.85724,3.38326,0.96297,0.000720832,0.000720832,0.000720832
20,152.077,1.83599,1.34298,0.98389,0.012,0.9,0.32461,0.13219,1.93894,3.4176,0.98264,0.000736084,0.000736084,0.000736084
21,159.564,1.81992,1.37189,0.96775,0.011,0.825,0.23575,0.10147,1.97644,3.42964,0.98688,0.00074896,0.00074896,0.00074896
22,167.089,1.80163,1.35044,0.96004,0.01267,0.95,0.15942,0.08602,1.89837,3.32978,0.97055,0.00075946,0.00075946,0.00075946
23,174.561,1.8257,1.25307,0.9532,0.01333,1,0.29938,0.13402,1.83122,3.10896,0.96051,0.000767584,0.000767584,0.000767584
24,182.115,1.82846,1.28545,0.94036,0.01333,1,0.74607,0.34787,1.81408,2.92011,0.94847,0.000773332,0.000773332,0.000773332
25,189.642,1.63994,1.29624,0.92034,0.05426,0.95,0.82785,0.42944,1.70862,2.85303,0.93452,0.000776704,0.000776704,0.000776704
26,197.118,1.6515,1.1466,0.9204,0.6667,0.95,0.93595,0.47911,1.71456,2.75708,0.93747,0.0007777,0.0007777,0.0007777
27,204.622,1.70176,1.19496,0.89984,0.0181,1,0.98203,0.47657,1.76093,2.64656,0.94925,0.00077632,0.00077632,0.00077632
28,212.129,1.75678,1.199,0.97239,0.01333,1,0.98328,0.49502,1.75945,2.63927,0.95025,0.000772564,0.000772564,0.000772564
29,219.632,1.63381,1.20247,0.91661,0.01333,1,0.98328,0.49502,1.75945,2.63927,0.95025,0.000766432,0.000766432,0.000766432
30,227.093,1.79929,1.2615,0.95911,0.97421,0.94446,0.97744,0.51464,1.66229,2.51652,0.93031,0.000757924,0.000757924,0.000757924
31,234.556,1.74309,1.16976,0.97748,0.94359,0.41848,0.97655,0.51154,1.60785,2.20468,0.92546,0.00074704,0.00074704,0.00074704
32,242.039,1.65158,1.30071,0.92162,0.92918,0.65623,0.96362,0.50076,1.57205,2.07638,0.92208,0.00073378,0.00073378,0.00073378
33,249.557,1.70797,1.13328,0.92493,0.92918,0.65623,0.96362,0.50076,1.57205,2.07638,0.92208,0.000718144,0.000718144,0.000718144
34,257.101,1.6808,1.11694,0.90972,0.9719,0.86497,0.97989,0.48389,1.62206,1.9794,0.93111,0.0006932,0.0006932,0.0006932
35,264.612,1.65248,1.12355,0.91036,1,0.88354,0.99378,0.49315,1.61319,1.99013,0.93479,0.0006536,0.0006536,0.0006536
36,272.085,1.69638,1.16262,1.01912,0.97505,0.97702,0.99451,0.51417,1.5772,1.8233,0.92958,0.000614,0.000614,0.000614
37,279.601,1.72065,1.14521,0.91271,0.97505,0.97702,0.99451,0.51417,1.5772,1.8233,0.92958,0.0005744,0.0005744,0.0005744
38,287.114,1.54723,1.02465,0.9089,0.95902,1,0.99451,0.53326,1.5518,1.64314,0.92048,0.0005348,0.0005348,0.0005348
39,294.635,1.68735,1.10412,0.96631,0.90829,1,0.995,0.54379,1.55451,1.49856,0.91799,0.0004952,0.0004952,0.0004952
40,302.142,1.66808,1.05286,0.90627,0.96213,1,0.995,0.52954,1.5515,1.4103,0.91629,0.0004556,0.0004556,0.0004556
41,309.595,1.69678,1.03292,1.01061,0.96213,1,0.995,0.52954,1.5515,1.4103,0.91629,0.000416,0.000416,0.000416
42,317.004,1.53589,1.06383,0.91154,0.98135,1,0.995,0.54468,1.54528,1.37708,0.91598,0.0003764,0.0003764,0.0003764
43,324.42,1.52089,1.00924,0.91623,1,0.97498,0.995,0.54381,1.58165,1.29893,0.91848,0.0003368,0.0003368,0.0003368
44,332.005,1.57349,1.14177,0.92888,1,0.9849,0.995,0.5435,1.60816,1.24598,0.92174,0.0002972,0.0002972,0.0002972
45,339.328,1.52205,0.99089,0.93517,1,0.9849,0.995,0.5435,1.60816,1.24598,0.92174,0.0002576,0.0002576,0.0002576
46,346.734,1.42564,0.96995,0.93019,1,0.9724,0.995,0.53842,1.59898,1.19367,0.92249,0.000218,0.000218,0.000218
47,354.159,1.48072,0.96608,0.94123,0.99545,1,0.995,0.55129,1.57557,1.13728,0.9217,0.0001784,0.0001784,0.0001784
48,361.618,1.60766,0.96695,0.97193,0.9937,1,0.995,0.56371,1.55087,1.07978,0.92035,0.0001388,0.0001388,0.0001388
49,368.997,1.53912,0.92538,1.01168,0.9937,1,0.995,0.56371,1.55087,1.07978,0.92035,9.92e-05,9.92e-05,9.92e-05
50,376.41,1.56834,0.9585,0.96153,0.99266,1,0.995,0.56065,1.54325,1.04878,0.91987,5.96e-05,5.96e-05,5.96e-05
