epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,41.361,1.14153,0.74719,0.91085,0.96799,1,0.995,0.70274,1.28187,0.71326,0.92063,0.000709809,0.000709809,0.000709809
31,42.6801,1.15963,0.72386,0.91458,0.96597,1,0.995,0.7158,1.25581,0.64541,0.91799,0.000676802,0.000676802,0.000676802
32,43.9893,1.11764,0.70143,0.91288,0.96797,1,0.995,0.72702,1.2331,0.60944,0.91418,0.000643795,0.000643795,0.000643795
33,45.2741,1.11941,0.70496,0.91315,0.96669,1,0.995,0.72117,1.26593,0.63106,0.9147,0.000610789,0.000610789,0.000610789
34,46.585,1.08822,0.68093,0.89179,0.96826,1,0.995,0.72956,1.20874,0.59495,0.89773,0.000577782,0.000577782,0.000577782
35,47.8801,1.11648,0.69302,0.89545,0.96822,1,0.995,0.71702,1.28471,0.62394,0.90656,0.000544776,0.000544776,0.000544776
36,49.1841,1.06809,0.68226,0.90312,0.96998,1,0.995,0.72179,1.23864,0.62458,0.89598,0.000511769,0.000511769,0.000511769
37,50.4785,1.09039,0.66844,0.89309,0.97142,1,0.995,0.72156,1.25129,0.61429,0.89555,0.000478762,0.000478762,0.000478762
38,51.7819,1.0908,0.67993,0.88708,0.97725,1,0.995,0.6981,1.35312,0.62355,0.90332,0.000445756,0.000445756,0.000445756
39,53.0828,1.09944,0.66313,0.89819,0.97085,1,0.995,0.75596,1.16957,0.57726,0.8852,0.000412749,0.000412749,0.000412749
40,54.3977,1.10059,0.66269,0.88624,0.97156,1,0.995,0.76142,1.17645,0.56879,0.88264,0.000379743,0.000379743,0.000379743
41,75.7358,1.17878,0.79523,0.88485,0.97281,1,0.995,0.75225,1.16876,0.57304,0.8828,0.000346736,0.000346736,0.000346736
42,77.046,1.18514,0.77311,0.88469,0.97135,1,0.995,0.73428,1.17934,0.57581,0.884,0.000313729,0.000313729,0.000313729
43,78.3811,1.16664,0.75285,0.87923,0.97828,1,0.995,0.74476,1.19887,0.58863,0.87979,0.000280723,0.000280723,0.000280723
44,79.6991,1.1738,0.75701,0.87848,0.98594,1,0.995,0.73769,1.21772,0.61263,0.88252,0.000247716,0.000247716,0.000247716
45,81.0367,1.18682,0.75368,0.8745,0.98351,1,0.995,0.7475,1.21694,0.60316,0.88334,0.00021471,0.00021471,0.00021471
46,82.3856,1.17452,0.74746,0.89403,0.97652,1,0.995,0.73554,1.18064,0.58279,0.88097,0.000181703,0.000181703,0.000181703
47,83.7445,1.13615,0.7199,0.88444,0.97556,1,0.995,0.74442,1.15193,0.55072,0.87882,0.000148696,0.000148696,0.000148696
48,85.0661,1.15893,0.71245,0.87619,0.97669,1,0.995,0.75217,1.14744,0.53771,0.8809,0.00011569,0.00011569,0.00011569
49,86.3626,1.13933,0.70436,0.87012,0.97708,1,0.995,0.75053,1.1568,0.54372,0.88198,8.26832e-05,8.26832e-05,8.26832e-05
50,87.6632,1.12047,0.71539,0.87316,0.97795,1,0.995,0.74639,1.1606,0.54095,0.88168,4.96766e-05,4.96766e-05,4.96766e-05
