epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,197.493,1.77578,1.19201,0.89272,0.0774,1,0.92369,0.43685,1.69142,2.67827,0.87387,0.000776704,0.000776704,0.000776704
26,205.299,1.70191,1.18875,0.87072,0.95355,0.51355,0.97741,0.45881,1.6929,2.55167,0.87516,0.0007777,0.0007777,0.0007777
27,213.155,1.76411,1.24808,0.89588,0.84133,0.475,0.90424,0.46497,1.64011,2.46734,0.86557,0.00077632,0.00077632,0.00077632
28,220.886,1.70728,1.22872,0.92542,1,0.3861,0.96459,0.46318,1.66137,2.39818,0.8553,0.000772564,0.000772564,0.000772564
29,228.719,1.82453,1.13551,0.9038,1,0.3861,0.96459,0.46318,1.66137,2.39818,0.8553,0.000766432,0.000766432,0.000766432
30,236.494,1.71952,1.14812,0.8825,1,0.31657,0.995,0.45176,1.74691,2.27278,0.86606,0.000757924,0.000757924,0.000757924
31,244.839,1.75403,1.18526,0.89928,1,0.50003,0.995,0.48183,1.68874,2.17191,0.85891,0.00074704,0.00074704,0.00074704
32,252.827,1.7783,1.17258,0.88493,1,0.69632,0.995,0.49434,1.66183,2.06278,0.85805,0.00073378,0.00073378,0.00073378
33,260.547,1.7694,1.14987,0.91774,1,0.69632,0.995,0.49434,1.66183,2.06278,0.85805,0.000718144,0.000718144,0.000718144
34,268.365,1.75938,1.15145,0.89656,1,0.89098,0.995,0.5257,1.6187,1.88975,0.86254,0.0006932,0.0006932,0.0006932
35,276.284,1.69054,1.17367,0.88325,0.98382,1,0.995,0.52183,1.67565,1.7347,0.86956,0.0006536,0.0006536,0.0006536
36,284.037,1.52308,1.14433,0.88733,0.96312,1,0.995,0.51382,1.6829,1.69664,0.86872,0.000614,0.000614,0.000614
37,291.847,1.63333,1.11812,0.89135,0.96312,1,0.995,0.51382,1.6829,1.69664,0.86872,0.0005744,0.0005744,0.0005744
38,299.62,1.6507,1.10149,0.88313,0.97193,1,0.995,0.53453,1.61023,1.7039,0.86201,0.0005348,0.0005348,0.0005348
39,307.458,1.57642,1.06225,0.87971,0.98446,1,0.995,0.53023,1.57235,1.68757,0.85724,0.0004952,0.0004952,0.0004952
40,315.672,1.69931,1.0773,0.90246,0.98519,1,0.995,0.52444,1.59134,1.61012,0.8596,0.0004556,0.0004556,0.0004556
41,323.856,1.63237,1.14525,0.89127,0.98519,1,0.995,0.52444,1.59134,1.61012,0.8596,0.000416,0.000416,0.000416
42,332.533,1.5614,1.0667,0.93414,0.98812,1,0.995,0.52855,1.58469,1.49604,0.85896,0.0003764,0.0003764,0.0003764
43,341.201,1.61708,1.12358,0.89909,0.98969,1,0.995,0.52049,1.57531,1.42674,0.85582,0.0003368,0.0003368,0.0003368
44,349.903,1.60662,1.11743,0.90869,0.98033,1,0.995,0.53634,1.5709,1.38685,0.85517,0.0002972,0.0002972,0.0002972
45,357.825,1.6343,1.19102,0.90162,0.98033,1,0.995,0.53634,1.5709,1.38685,0.85517,0.0002576,0.0002576,0.0002576
46,365.707,1.61119,1.0698,0.92031,0.98177,1,0.995,0.54228,1.53295,1.3441,0.85141,0.000218,0.000218,0.000218
47,373.447,1.65848,1.1803,0.90403,0.98514,1,0.995,0.56427,1.49439,1.3139,0.84952,0.0001784,0.0001784,0.0001784
48,381.421,1.6472,1.15047,0.89219,0.9894,1,0.995,0.57123,1.4896,1.24724,0.84925,0.0001388,0.0001388,0.0001388
49,389.336,1.53788,1.12222,0.90207,0.9894,1,0.995,0.57123,1.4896,1.24724,0.84925,9.92e-05,9.92e-05,9.92e-05
50,397.299,1.58395,1.11886,0.86872,0.9917,1,0.995,0.57213,1.48759,1.19288,0.84937,5.96e-05,5.96e-05,5.96e-05
